,Experiment name,L1 channels,L2 channels,L3 N,L1 Wt sparsity,L2 Wt sparsity,L3 Wt sparsity,Non-zero params,Accuracy,Iteration,Best accuracy,L2 dimensionality,L3 dimensionality,Seed,ID
38,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,75.23510971786834,8,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
39,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.7680250783699,9,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
40,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.45454545454545,10,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
41,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.96394984326018,11,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
42,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.84639498432603,12,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
43,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,92.28056426332289,13,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
44,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,66.53605015673982,14,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
45,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.72884012539184,15,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
46,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.12068965517241,16,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
47,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.10188087774296,17,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
48,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.15987460815047,18,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
49,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,92.90752351097179,19,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
50,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.84639498432603,20,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
51,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.35579937304075,21,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
52,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.31661442006269,22,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
53,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.47335423197492,23,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
54,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.23824451410658,24,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
55,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.74764890282131,25,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
56,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.70846394984326,26,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
57,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.43416927899686,27,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
58,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.55172413793103,28,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
59,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.27742946708464,29,96.74764890282131,800,800,4514,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
60,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,80.99529780564264,0,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
61,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,20.336990595611283,1,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
62,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,86.40282131661442,2,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
63,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,92.67241379310344,3,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
64,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,70.29780564263322,4,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
65,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,52.78213166144201,5,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
66,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,92.12382445141067,6,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
67,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,14.890282131661442,7,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
68,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,75.31347962382445,8,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
69,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.84639498432603,9,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
70,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,70.57210031347962,10,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
71,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.45454545454545,11,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
72,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,91.8103448275862,12,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
73,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.21943573667711,13,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
74,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.37617554858933,14,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
75,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.00313479623824,15,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
76,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.15987460815047,16,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
77,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.6896551724138,17,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
78,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.92476489028213,18,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
79,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.15987460815047,19,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
80,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.0423197492163,20,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
81,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.0423197492163,21,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
82,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.35579937304075,22,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
83,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.27742946708464,23,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
84,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.31661442006269,24,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
85,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.27742946708464,25,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
86,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.23824451410658,26,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
87,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.43416927899686,27,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
88,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.43416927899686,28,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
89,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.35579937304075,29,96.43416927899686,800,800,440,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
90,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,67.0846394984326,0,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
91,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,67.82915360501566,1,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
92,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,89.22413793103449,2,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
93,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,36.40282131661442,3,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
94,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,78.99686520376176,4,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
95,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,33.85579937304075,5,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
96,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,75.31347962382445,6,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
97,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,73.90282131661442,7,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
98,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,84.4435736677116,8,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
99,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,82.71943573667711,9,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
100,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,94.55329153605015,10,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
101,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,67.24137931034483,11,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
102,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,94.31818181818183,12,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
103,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.61128526645768,13,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
104,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.18025078369907,14,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
105,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.88557993730407,15,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
106,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.84639498432603,16,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
107,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.80721003134796,17,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
108,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.96394984326018,18,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
109,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.00313479623824,19,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
110,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.12068965517241,20,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
111,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.80721003134796,21,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
112,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,95.18025078369907,22,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
113,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.27742946708464,23,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
114,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.0423197492163,24,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
115,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.19905956112854,25,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
116,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.35579937304075,26,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
117,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.00313479623824,27,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
118,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.19905956112854,28,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
119,Dense_Baselines,32,32,1000,0.0,0.0,0.0,839476,96.08150470219435,29,96.35579937304075,800,800,2332,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1000)
120,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,32.13166144200627,0,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
121,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,54.153605015673975,1,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
122,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,89.49843260188088,2,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
123,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,90.12539184952978,3,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
124,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,81.7398119122257,4,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
125,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,39.69435736677116,5,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
126,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,67.94670846394985,6,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
127,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,94.67084639498434,7,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
128,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,88.63636363636364,8,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
129,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,94.90595611285266,9,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
130,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,95.21943573667711,10,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
131,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,95.57210031347962,11,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
132,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,92.04545454545455,12,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
133,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,95.29780564263322,13,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
134,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,95.80721003134796,14,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
135,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.00313479623824,15,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
136,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,95.25862068965517,16,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
137,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.3949843260188,17,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
138,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.35579937304075,18,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
139,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.43416927899686,19,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
140,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.43416927899686,20,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
141,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.63009404388715,21,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
142,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.3949843260188,22,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
143,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.27742946708464,23,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
144,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.27742946708464,24,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
145,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.63009404388715,25,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
146,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.6692789968652,26,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
147,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.43416927899686,27,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
148,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.51253918495298,28,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
149,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,96.31661442006269,29,96.6692789968652,800,800,4883,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
150,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,45.45454545454545,0,96.19905956112854,800,800,2690,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
151,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,24.608150470219435,1,96.19905956112854,800,800,2690,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
152,Dense_Baselines,32,32,1500,0.0,0.0,0.0,1245976,72.80564263322884,2,96.19905956112854,800,800,2690,Dense_Baselines cnn_out_channels=(32 32)linear_n=(1500)
