ID,Seed,ID,FF weight sparsity,Activation sparsity,Num segments,Accuracy,std
segment_search_50 num_segments=10,2199,1,0.5,0.1,10,0.7757400274276733,
segment_search_50 num_segments=10,2224,1,0.5,0.1,10,0.7852060198783875,
segment_search_50 num_segments=10,2736,1,0.5,0.1,10,0.7636799812316895,
segment_search_50 num_segments=10,3241,1,0.5,0.1,10,0.7821639776229858,
segment_search_50 num_segments=10,3931,1,0.5,0.1,10,0.7848939895629883,
segment_search_50 num_segments=10,4108,1,0.5,0.1,10,0.7828180193901062,
segment_search_50 num_segments=10,4843,1,0.5,0.1,10,0.7594280242919922,
segment_search_50 num_segments=10,8482,1,0.5,0.1,10,0.7732499837875366,
segment_search_50 num_segments=10,8919,1,0.5,0.1,10,0.7627559900283813,
segment_search_50 num_segments=10,9267,1,0.5,0.1,10,0.7905960083007812,
segment_search_50 num_segments=100,1948,1,0.5,0.1,100,0.8403679728507996,
segment_search_50 num_segments=100,2968,1,0.5,0.1,100,0.8241119980812073,
segment_search_50 num_segments=100,2994,1,0.5,0.1,100,0.8365579843521118,
segment_search_50 num_segments=100,3236,1,0.5,0.1,100,0.8316779732704163,
segment_search_50 num_segments=100,4409,1,0.5,0.1,100,0.8363119959831238,
segment_search_50 num_segments=100,5100,1,0.5,0.1,100,0.8328679800033569,
segment_search_50 num_segments=100,5368,1,0.5,0.1,100,0.8358160257339478,
segment_search_50 num_segments=100,5539,1,0.5,0.1,100,0.8369320034980774,
segment_search_50 num_segments=100,6677,1,0.5,0.1,100,0.8410620093345642,
segment_search_50 num_segments=100,9564,1,0.5,0.1,100,0.8393980264663696,
segment_search_50 num_segments=2,1842,1,0.5,0.1,2,0.6959059834480286,
segment_search_50 num_segments=2,2546,1,0.5,0.1,2,0.6900140047073364,
segment_search_50 num_segments=2,2747,1,0.5,0.1,2,0.7012959718704224,
segment_search_50 num_segments=2,3409,1,0.5,0.1,2,0.7176920175552368,
segment_search_50 num_segments=2,5956,1,0.5,0.1,2,0.7122219800949097,
segment_search_50 num_segments=2,6820,1,0.5,0.1,2,0.7045819759368896,
segment_search_50 num_segments=2,7570,1,0.5,0.1,2,0.7024800181388855,
segment_search_50 num_segments=2,8133,1,0.5,0.1,2,0.7088339924812317,
segment_search_50 num_segments=2,8761,1,0.5,0.1,2,0.7129619717597961,
segment_search_50 num_segments=2,9093,1,0.5,0.1,2,0.706794023513794,
segment_search_50 num_segments=20,643,1,0.5,0.1,20,0.7965180277824402,
segment_search_50 num_segments=20,2521,1,0.5,0.1,20,0.7987539768218994,
segment_search_50 num_segments=20,3559,1,0.5,0.1,20,0.7870759963989258,
segment_search_50 num_segments=20,3900,1,0.5,0.1,20,0.802016019821167,
segment_search_50 num_segments=20,5086,1,0.5,0.1,20,0.7958859801292419,
segment_search_50 num_segments=20,8486,1,0.5,0.1,20,0.7809860110282898,
segment_search_50 num_segments=20,8706,1,0.5,0.1,20,0.79339998960495,
segment_search_50 num_segments=20,9782,1,0.5,0.1,20,0.8074640035629272,
segment_search_50 num_segments=20,9800,1,0.5,0.1,20,0.7935680150985718,
segment_search_50 num_segments=20,9937,1,0.5,0.1,20,0.7922459840774536,
segment_search_50 num_segments=3,97,1,0.5,0.1,3,0.7230799794197083,
segment_search_50 num_segments=3,696,1,0.5,0.1,3,0.7235519886016846,
segment_search_50 num_segments=3,755,1,0.5,0.1,3,0.7304139733314514,
segment_search_50 num_segments=3,5069,1,0.5,0.1,3,0.7199819684028625,
segment_search_50 num_segments=3,5420,1,0.5,0.1,3,0.7127460241317749,
segment_search_50 num_segments=3,6059,1,0.5,0.1,3,0.7380399703979492,
segment_search_50 num_segments=3,6551,1,0.5,0.1,3,0.711355984210968,
segment_search_50 num_segments=3,7944,1,0.5,0.1,3,0.7008780241012573,
segment_search_50 num_segments=3,8421,1,0.5,0.1,3,0.7169700264930725,
segment_search_50 num_segments=3,8505,1,0.5,0.1,3,0.723583996295929,
segment_search_50 num_segments=30,351,1,0.5,0.1,30,0.796284019947052,
