,Experiment name,Activation sparsity,FF weight sparsity,Dendrite weight sparsity,Num segments,Dim context,Epochs,Num tasks,LR,Momentum,Seed,Accuracy,Iteration,ID
0,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9776999950408936,1,w_sparsity_search_50 weight_sparsity=0.01
1,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9745000004768372,2,w_sparsity_search_50 weight_sparsity=0.01
2,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9695000052452087,3,w_sparsity_search_50 weight_sparsity=0.01
3,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.964324951171875,4,w_sparsity_search_50 weight_sparsity=0.01
4,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9632999897003174,5,w_sparsity_search_50 weight_sparsity=0.01
5,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9628666639328003,6,w_sparsity_search_50 weight_sparsity=0.01
6,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9637285470962524,7,w_sparsity_search_50 weight_sparsity=0.01
7,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9622874855995178,8,w_sparsity_search_50 weight_sparsity=0.01
8,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9621666669845581,9,w_sparsity_search_50 weight_sparsity=0.01
9,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9576299786567688,10,w_sparsity_search_50 weight_sparsity=0.01
10,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9548545479774475,11,w_sparsity_search_50 weight_sparsity=0.01
11,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9527583718299866,12,w_sparsity_search_50 weight_sparsity=0.01
12,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9486846327781677,13,w_sparsity_search_50 weight_sparsity=0.01
13,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.945900022983551,14,w_sparsity_search_50 weight_sparsity=0.01
14,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9428666830062866,15,w_sparsity_search_50 weight_sparsity=0.01
15,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9430750012397766,16,w_sparsity_search_50 weight_sparsity=0.01
16,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.932623565196991,17,w_sparsity_search_50 weight_sparsity=0.01
17,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9277666807174683,18,w_sparsity_search_50 weight_sparsity=0.01
18,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9234000444412231,19,w_sparsity_search_50 weight_sparsity=0.01
19,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.9171499609947205,20,w_sparsity_search_50 weight_sparsity=0.01
20,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.908209502696991,21,w_sparsity_search_50 weight_sparsity=0.01
21,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8990590572357178,22,w_sparsity_search_50 weight_sparsity=0.01
22,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8914434909820557,23,w_sparsity_search_50 weight_sparsity=0.01
23,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8909708261489868,24,w_sparsity_search_50 weight_sparsity=0.01
24,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8790000081062317,25,w_sparsity_search_50 weight_sparsity=0.01
25,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8575307726860046,26,w_sparsity_search_50 weight_sparsity=0.01
26,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8452296257019043,27,w_sparsity_search_50 weight_sparsity=0.01
27,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8329356908798218,28,w_sparsity_search_50 weight_sparsity=0.01
28,w_sparsity_search_50,0.1,0.01,0.0,50,784,3,50,0.0005,0.0,37,0.8157172799110413,29,w_sparsity_search_50 weight_sparsity=0.01
