,Experiment name,Activation sparsity,FF weight sparsity,Dendrite weight sparsity,Num segments,Dim context,Epochs,Num tasks,LR,Momentum,Seed,Accuracy,Iteration,ID
0,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.95169997215271,1,kw_sparsity_search kw_percent_on=0.01
1,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.951449990272522,2,kw_sparsity_search kw_percent_on=0.01
2,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.9473333358764648,3,kw_sparsity_search kw_percent_on=0.01
3,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.9429999589920044,4,kw_sparsity_search kw_percent_on=0.01
4,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.9407599568367004,5,kw_sparsity_search kw_percent_on=0.01
5,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.9404333233833313,6,kw_sparsity_search kw_percent_on=0.01
6,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.9402999877929688,7,kw_sparsity_search kw_percent_on=0.01
7,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.936549961566925,8,kw_sparsity_search kw_percent_on=0.01
8,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.9321555495262146,9,kw_sparsity_search kw_percent_on=0.01
9,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,3717,0.931369960308075,10,kw_sparsity_search kw_percent_on=0.01
10,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.9477999806404114,1,kw_sparsity_search kw_percent_on=0.01
11,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.9487999677658081,2,kw_sparsity_search kw_percent_on=0.01
12,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.9451000094413757,3,kw_sparsity_search kw_percent_on=0.01
13,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.942550003528595,4,kw_sparsity_search kw_percent_on=0.01
14,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.9415599703788757,5,kw_sparsity_search kw_percent_on=0.01
15,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.940583348274231,6,kw_sparsity_search kw_percent_on=0.01
16,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.9355857372283936,7,kw_sparsity_search kw_percent_on=0.01
17,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.9348999857902527,8,kw_sparsity_search kw_percent_on=0.01
18,kw_sparsity_search,0.01,0.5,0.0,10,784,3,10,0.0005,0.0,1736,0.9324444532394409,9,kw_sparsity_search kw_percent_on=0.01
