,Experiment name,Activation sparsity,FF weight sparsity,Dendrite weight sparsity,Num segments,Dim context,Epochs,Num tasks,LR,Momentum,Seed,Accuracy,Iteration,ID
0,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9472999572753906,1,kw_sparsity_search_50 kw_percent_on=0.01
1,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9473999738693237,2,kw_sparsity_search_50 kw_percent_on=0.01
2,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9456000328063965,3,kw_sparsity_search_50 kw_percent_on=0.01
3,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9450500011444092,4,kw_sparsity_search_50 kw_percent_on=0.01
4,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9429799914360046,5,kw_sparsity_search_50 kw_percent_on=0.01
5,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9407666921615601,6,kw_sparsity_search_50 kw_percent_on=0.01
6,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9397000074386597,7,kw_sparsity_search_50 kw_percent_on=0.01
7,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9392499923706055,8,kw_sparsity_search_50 kw_percent_on=0.01
8,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9365888833999634,9,kw_sparsity_search_50 kw_percent_on=0.01
9,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9350599646568298,10,kw_sparsity_search_50 kw_percent_on=0.01
10,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9340090751647949,11,kw_sparsity_search_50 kw_percent_on=0.01
11,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9309000372886658,12,kw_sparsity_search_50 kw_percent_on=0.01
12,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9296461939811707,13,kw_sparsity_search_50 kw_percent_on=0.01
13,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.927228569984436,14,kw_sparsity_search_50 kw_percent_on=0.01
14,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.926153302192688,15,kw_sparsity_search_50 kw_percent_on=0.01
15,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9234312176704407,16,kw_sparsity_search_50 kw_percent_on=0.01
16,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9204529523849487,17,kw_sparsity_search_50 kw_percent_on=0.01
17,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9184889197349548,18,kw_sparsity_search_50 kw_percent_on=0.01
18,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9146263599395752,19,kw_sparsity_search_50 kw_percent_on=0.01
19,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9090649485588074,20,kw_sparsity_search_50 kw_percent_on=0.01
20,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9083095192909241,21,kw_sparsity_search_50 kw_percent_on=0.01
21,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9046863317489624,22,kw_sparsity_search_50 kw_percent_on=0.01
22,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9001652598381042,23,kw_sparsity_search_50 kw_percent_on=0.01
23,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.9001916646957397,24,kw_sparsity_search_50 kw_percent_on=0.01
24,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.8968160152435303,25,kw_sparsity_search_50 kw_percent_on=0.01
25,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.8942769765853882,26,kw_sparsity_search_50 kw_percent_on=0.01
26,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.8937703371047974,27,kw_sparsity_search_50 kw_percent_on=0.01
27,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.8913178443908691,28,kw_sparsity_search_50 kw_percent_on=0.01
28,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.8863069415092468,29,kw_sparsity_search_50 kw_percent_on=0.01
29,kw_sparsity_search_50,0.01,0.5,0.0,50,784,3,50,0.0005,0.0,3389,0.8829933404922485,30,kw_sparsity_search_50 kw_percent_on=0.01
